bootstrap_unit,metric,observed,boot_mean,boot_p025,boot_p50,boot_p975,n_units,n_draws,seed,note
origination_month,realized_return,179327.5851322598,179293.01466566528,163421.1394838545,179487.08382041534,193551.6460089551,31,5000,20260709,"Fixed-allocation origination-month cluster bootstrap, renormalized to the $1M budget; model, intervals, selector, and solver are not resampled."
origination_month,weighted_default_rate,0.039375,0.03943546399994348,0.02051693505224659,0.03875339983492982,0.06262154165393485,31,5000,20260709,"Fixed-allocation origination-month cluster bootstrap, renormalized to the $1M budget; model, intervals, selector, and solver are not resampled."
origination_month,weighted_miscoverage,0.036875,0.03691656808682405,0.01833810380778745,0.03613937487855996,0.060083696168230914,31,5000,20260709,"Fixed-allocation origination-month cluster bootstrap, renormalized to the $1M budget; model, intervals, selector, and solver are not resampled."
origination_month,Gamma_CP,0.1761021788469351,0.17637453569205386,0.1321447744854007,0.1746349832245928,0.2308148609432896,31,5000,20260709,"Fixed-allocation origination-month cluster bootstrap, renormalized to the $1M budget; model, intervals, selector, and solver are not resampled."
origination_month,endpoint_budget,0.2580510894234676,0.2583077550716801,0.21199608169774178,0.25666011731200084,0.3148701678446982,31,5000,20260709,"Fixed-allocation origination-month cluster bootstrap, renormalized to the $1M budget; model, intervals, selector, and solver are not resampled."
funded_loan,realized_return,179327.5851322598,179075.4838443055,162706.17200230644,179416.98769601624,193924.73990027257,308,5000,20260709,"Fixed funded-loan contribution bootstrap; model, intervals, selector, and solver are not resampled."
funded_loan,weighted_default_rate,0.039375,0.03963778218343555,0.020869102395698755,0.039043420065914713,0.0617419907402632,308,5000,20260709,"Fixed funded-loan contribution bootstrap; model, intervals, selector, and solver are not resampled."
funded_loan,weighted_miscoverage,0.036875,0.03720263786105997,0.019357859801356386,0.03671487666893709,0.058812406466411934,308,5000,20260709,"Fixed funded-loan contribution bootstrap; model, intervals, selector, and solver are not resampled."
funded_loan,Gamma_CP,0.1761021788469351,0.17602573881357803,0.13715911012280738,0.17480824046170865,0.2243084301758857,308,5000,20260709,"Fixed funded-loan contribution bootstrap; model, intervals, selector, and solver are not resampled."
funded_loan,endpoint_budget,0.2580510894234676,0.25794196914296347,0.21730801774100114,0.2567618086877488,0.30857101650304447,308,5000,20260709,"Fixed funded-loan contribution bootstrap; model, intervals, selector, and solver are not resampled."
